,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
4400297,321,PAYMENT,293.22,168086.64,167793.42,0.0,0.0,0,0
4079802,301,CASH_OUT,201417.67,0.0,0.0,2209752.54,2411170.21,0,0
5775462,400,CASH_IN,158824.84,10934.0,169758.84,232064.96,73240.11,0,0
2973025,231,CASH_IN,58719.55,14887.0,73606.55,0.0,0.0,0,0
6241883,595,CASH_OUT,163380.24,20248.0,0.0,290200.54,453580.78,0,0
3631651,274,CASH_OUT,354347.83,326205.0,0.0,116933.68,471281.51,0,0
5903506,403,PAYMENT,10102.4,33129.0,23026.6,0.0,0.0,0,0
2938670,230,CASH_IN,446834.17,10017.0,456851.17,1031802.92,584968.75,0,0
1548370,154,CASH_OUT,204449.0,796.0,0.0,534290.48,738739.49,0,0
2594743,207,CASH_OUT,290319.3,20316.0,0.0,0.0,290319.3,0,0
1570770,155,CASH_OUT,391854.63,10258.0,0.0,0.0,546155.13,0,0
4169685,304,CASH_OUT,91798.09,107105.0,15306.91,256988.98,348787.07,0,0
102772,10,CASH_OUT,89124.94,0.0,0.0,2946091.7,3035216.64,0,0
4342109,308,TRANSFER,402861.06,0.0,0.0,5177034.87,5579895.93,0,0
908226,43,CASH_IN,103970.94,24220.0,128190.94,0.0,0.0,0,0
4379485,311,CASH_OUT,128615.09,0.0,0.0,1221420.75,1350035.83,0,0
1099133,130,CASH_OUT,80723.5,51496.0,0.0,0.0,122722.96,0,0
5235366,371,CASH_IN,450212.01,9049637.12,9499849.13,23472048.06,23021836.05,0,0
2261875,187,PAYMENT,8917.89,217700.45,208782.55,0.0,0.0,0,0
5210377,370,CASH_IN,48773.6,4872354.55,4921128.14,783404.77,734631.18,0,0
216011,13,TRANSFER,635785.57,0.0,0.0,878937.68,1514723.25,0,0
2598024,208,CASH_IN,120472.69,0.0,120472.69,181919.99,61447.3,0,0
4847494,347,CASH_IN,3459.14,5893682.19,5897141.32,269882.79,266423.65,0,0
1876309,164,CASH_OUT,86746.13,0.0,0.0,113197.96,199944.09,0,0
3414477,256,PAYMENT,2002.43,0.0,0.0,0.0,0.0,0,0
3135500,236,PAYMENT,26383.79,0.0,0.0,0.0,0.0,0,0
463556,19,CASH_IN,294222.11,215975.0,510197.11,34673.01,0.0,0,0
2828416,226,CASH_IN,152266.3,100.0,152366.3,515377.84,363111.54,0,0
6123975,540,CASH_IN,67111.52,8798866.97,8865978.49,2728125.69,2661014.17,0,0
2337673,189,PAYMENT,3736.98,42050.0,38313.02,0.0,0.0,0,0
3753956,279,CASH_IN,56621.11,19612.0,76233.11,158621.53,102000.43,0,0
522921,20,PAYMENT,4631.11,17207.0,12575.89,0.0,0.0,0,0
5255851,371,CASH_OUT,74954.18,144214.0,69259.82,2320945.25,2395899.43,0,0
956722,44,CASH_OUT,63611.9,255386.9,191775.0,7981809.18,8045421.08,0,0
3425474,256,CASH_IN,46343.89,2601360.25,2647704.15,2932450.43,2886106.53,0,0
973552,44,PAYMENT,6705.99,31463.0,24757.01,0.0,0.0,0,0
3448651,257,PAYMENT,13360.1,0.0,0.0,0.0,0.0,0,0
3930299,285,TRANSFER,1292110.15,0.0,0.0,2824370.43,4116480.58,0,0
3386107,255,PAYMENT,947.06,20267.0,19319.94,0.0,0.0,0,0
4937401,350,CASH_OUT,24705.82,0.0,0.0,1903523.46,1928229.28,0,0
4287138,307,CASH_OUT,211860.71,370278.65,158417.94,824942.0,744162.68,0,0
1631433,157,CASH_OUT,112688.78,0.0,0.0,383221.05,495909.82,0,0
3539182,260,CASH_OUT,36220.95,43250.54,7029.59,327846.4,364067.35,0,0
1732083,161,CASH_OUT,286757.3,90294.0,0.0,1090639.86,1377397.16,0,0
4234704,306,CASH_OUT,147644.46,202554.0,54909.54,0.0,147644.46,0,0
4139452,303,PAYMENT,38687.13,30577.0,0.0,0.0,0.0,0,0
5006511,353,PAYMENT,13618.47,0.0,0.0,0.0,0.0,0,0
1069503,121,CASH_IN,151885.79,20782.0,172667.79,0.0,0.0,0,0
5560972,384,CASH_IN,286986.57,2965885.91,3252872.48,306290.65,19304.09,0,0
4348347,309,PAYMENT,28197.41,15073.0,0.0,0.0,0.0,0,0
6261645,610,CASH_IN,69023.13,329728.0,398751.13,3766697.25,3697674.12,0,0
3043868,234,CASH_IN,53310.58,48808.0,102118.58,150201.04,96890.45,0,0
2097941,182,CASH_IN,281190.22,1460900.37,1742090.59,351481.29,70291.07,0,0
817461,40,CASH_OUT,172516.25,0.0,0.0,4021130.1,4193646.35,0,0
6147387,546,PAYMENT,7102.21,13820.0,6717.79,0.0,0.0,0,0
347758,16,PAYMENT,8363.49,0.0,0.0,0.0,0.0,0,0
3164240,237,CASH_OUT,196028.97,194434.0,0.0,1207.86,197236.83,0,0
2002555,179,CASH_OUT,180386.51,24677.0,0.0,275570.76,455957.28,0,0
3176485,238,CASH_IN,48989.66,406517.0,455506.66,389134.77,340145.1,0,0
2577217,207,CASH_IN,250879.07,20549.0,271428.07,219525.13,0.0,0,0
1140413,131,TRANSFER,345689.48,2103.0,0.0,4330871.09,4676560.57,0,0
1839407,163,TRANSFER,879337.03,51820.0,0.0,2318873.28,3198210.31,0,0
115972,11,PAYMENT,1876.2,0.0,0.0,0.0,0.0,0,0
2921439,229,CASH_OUT,183110.61,0.0,0.0,1016779.2,1199889.81,0,0
5236160,371,CASH_IN,23817.26,1035524.4,1059341.66,2596423.39,2572606.13,0,0
1200760,133,CASH_IN,265379.42,11394668.09,11660047.51,2204464.58,1939085.15,0,0
3899735,284,CASH_IN,269528.7,4231951.58,4501480.27,854515.46,584986.76,0,0
3503761,259,CASH_IN,204287.22,1795413.97,1999701.18,536229.25,331942.04,0,0
2234952,186,CASH_OUT,274649.96,0.0,0.0,423911.45,698561.41,0,0
782745,39,PAYMENT,4071.41,0.0,0.0,0.0,0.0,0,0
3620728,274,CASH_OUT,320456.37,3860.0,0.0,62660.13,383116.5,0,0
21493,8,PAYMENT,6700.07,6494.0,0.0,0.0,0.0,0,0
3442645,257,PAYMENT,11766.44,0.0,0.0,0.0,0.0,0,0
2738949,212,PAYMENT,31149.22,0.0,0.0,0.0,0.0,0,0
1316874,136,CASH_OUT,260996.12,22198.0,0.0,0.0,260996.12,0,0
5418499,378,CASH_OUT,77496.85,0.0,0.0,555501.23,632998.08,0,0
3562229,260,CASH_IN,6451.42,4852030.59,4858482.01,1218129.68,1211678.26,0,0
4895010,349,PAYMENT,2919.01,0.0,0.0,0.0,0.0,0,0
2787817,215,PAYMENT,12562.0,8912.0,0.0,0.0,0.0,0,0
2520122,205,CASH_IN,115896.41,983224.0,1099120.41,0.0,0.0,0,0
2251413,187,CASH_OUT,529622.73,0.0,0.0,3413736.57,3943359.3,0,0
4419997,322,CASH_IN,47853.72,49576.0,97429.72,4370612.32,4322758.6,0,0
863618,42,TRANSFER,392523.56,0.0,0.0,739126.93,1131650.5,0,0
528574,20,CASH_IN,592775.6,1009619.94,1602395.54,4880647.05,4287871.45,0,0
2462585,203,CASH_OUT,15803.0,0.0,0.0,6362910.29,6378713.28,0,0
4930642,350,PAYMENT,21108.76,231442.0,210333.24,0.0,0.0,0,0
5883470,403,TRANSFER,190633.06,21126.0,0.0,7227.73,197860.78,0,0
646791,35,PAYMENT,2329.97,74934.0,72604.03,0.0,0.0,0,0
1159499,131,TRANSFER,92088.63,0.0,0.0,2494162.91,2586251.54,0,0
5025562,353,CASH_IN,301124.29,1238754.16,1539878.45,396271.32,95147.02,0,0
286504,15,DEBIT,9219.16,0.0,0.0,63559.0,0.0,0,0
3975345,297,PAYMENT,28509.46,214039.0,185529.54,0.0,0.0,0,0
6275890,637,PAYMENT,14764.8,0.0,0.0,0.0,0.0,0,0
3619380,274,CASH_IN,361916.63,11886844.96,12248761.58,683305.34,321388.71,0,0
4196122,305,CASH_OUT,137323.41,2708.0,0.0,0.0,137323.41,0,0
6330704,690,CASH_OUT,296470.39,12856.0,0.0,629535.96,926006.35,0,0
3162973,237,CASH_IN,465503.18,10520657.47,10986160.65,1277398.99,811895.8,0,0
6018012,451,CASH_OUT,209526.15,0.0,0.0,3332996.63,3542522.78,0,0
3002700,232,CASH_IN,177033.93,22417886.08,22594920.01,1654137.33,1477103.4,0,0
52046,9,CASH_IN,20205.88,3260109.27,3280315.15,173868.97,301798.41,0,0
6116113,527,PAYMENT,43833.32,0.0,0.0,0.0,0.0,0,0
392325,18,PAYMENT,2885.94,198645.74,195759.8,0.0,0.0,0,0
5295318,373,PAYMENT,7650.55,328181.08,320530.54,0.0,0.0,0,0
1936062,177,PAYMENT,14332.1,185.0,0.0,0.0,0.0,0,0
4702328,331,CASH_OUT,148297.04,114758.0,0.0,285930.52,434227.56,0,0
1546261,154,CASH_OUT,437347.3,21364.0,0.0,0.0,437347.3,0,0
2817190,225,PAYMENT,13861.53,0.0,0.0,0.0,0.0,0,0
5977263,407,CASH_IN,28254.75,5728600.43,5756855.18,4590991.39,4562736.63,0,0
124531,11,CASH_IN,185717.95,5788088.12,5973806.07,1154439.72,968721.77,0,0
1198852,133,CASH_OUT,121153.0,0.0,0.0,953001.89,1408956.94,0,0
2857159,227,CASH_IN,69435.78,47428.0,116863.78,617760.21,548324.44,0,0
6145975,546,PAYMENT,9048.79,309.0,0.0,0.0,0.0,0,0
1681844,159,CASH_OUT,101991.52,27067.0,0.0,15786129.43,15888120.95,0,0
5253659,371,PAYMENT,5142.87,0.0,0.0,0.0,0.0,0,0
2124149,183,PAYMENT,9102.26,298569.01,289466.75,0.0,0.0,0,0
2495824,204,CASH_OUT,100243.34,0.0,0.0,102302.29,202545.63,0,0
925501,43,PAYMENT,15348.25,15853.0,504.75,0.0,0.0,0,0
4899345,349,CASH_IN,187215.19,15220.0,202435.19,3883225.81,3696010.62,0,0
386619,17,CASH_IN,13497.38,6667896.35,6681393.73,86351.5,72854.11,0,0
2547340,206,PAYMENT,8013.5,23725.0,15711.5,0.0,0.0,0,0
2410282,202,CASH_OUT,132858.52,0.0,0.0,1529786.85,1662645.37,0,0
3761965,279,PAYMENT,3880.89,0.0,0.0,0.0,0.0,0,0
3211602,249,TRANSFER,113616.46,0.0,0.0,133119.03,246735.49,0,0
5919773,404,PAYMENT,6765.54,0.0,0.0,0.0,0.0,0,0
8719,7,CASH_OUT,281934.86,0.0,0.0,3950081.44,5632383.36,0,0
4679599,331,CASH_OUT,29016.5,38179.0,9162.5,44095.15,73111.65,0,0
1348852,137,CASH_OUT,23755.81,103668.0,79912.19,552584.41,576340.22,0,0
5095938,355,PAYMENT,18044.16,0.0,0.0,0.0,0.0,0,0
517035,20,CASH_OUT,50858.11,0.0,0.0,235217.07,286075.18,0,0
4100560,301,CASH_OUT,46164.52,0.0,0.0,112760.76,158925.28,0,0
3514081,259,TRANSFER,708524.05,0.0,0.0,4834470.37,5542994.42,0,0
5189694,369,CASH_OUT,177563.87,277.0,0.0,695569.12,873133.0,0,0
5314926,374,PAYMENT,15415.1,25975.0,10559.9,0.0,0.0,0,0
2028467,180,PAYMENT,36587.04,0.0,0.0,0.0,0.0,0,0
165410,12,CASH_IN,263419.28,729492.96,992912.24,408482.43,0.0,0,0
155308,12,PAYMENT,2127.22,22523.0,20395.78,0.0,0.0,0,0
2407814,202,CASH_OUT,273232.58,10091.0,0.0,0.0,357755.04,0,0
3621182,274,PAYMENT,19110.55,0.0,0.0,0.0,0.0,0,0
2716020,211,CASH_IN,239702.18,156421.0,396123.18,20740.58,0.0,0,0
4099186,301,CASH_IN,543972.8,30890.0,574862.8,0.0,0.0,0,0
3709544,277,CASH_OUT,71733.26,0.0,0.0,247458.11,319191.37,0,0
1177710,132,PAYMENT,13443.37,40061.0,26617.63,0.0,0.0,0,0
4399364,321,CASH_IN,498532.51,4434023.69,4932556.2,1749247.12,1444012.73,0,0
482710,19,CASH_OUT,99639.66,45368.0,0.0,2051935.75,2300558.55,0,0
1290833,135,PAYMENT,9225.99,0.0,0.0,0.0,0.0,0,0
5876957,403,CASH_IN,341313.24,55623.0,396936.24,0.0,0.0,0,0
5845477,402,CASH_OUT,9511.69,15641.0,6129.31,0.0,9511.69,0,0
513163,20,CASH_OUT,142664.92,0.0,0.0,950374.6,1133732.05,0,0
218278,13,TRANSFER,1224888.7,0.0,0.0,1225388.66,2450277.37,0,0
2512538,205,CASH_IN,316038.48,31658780.61,31974819.08,1013621.62,697583.14,0,0
2657323,210,PAYMENT,2126.07,0.0,0.0,0.0,0.0,0,0
3390313,255,PAYMENT,6498.6,0.0,0.0,0.0,0.0,0,0
1956212,178,CASH_OUT,453428.05,103236.0,0.0,208492.47,661920.53,0,0
5457614,379,PAYMENT,13134.82,12330.0,0.0,0.0,0.0,0,0
733045,37,CASH_IN,64389.63,7366201.34,7430590.98,144151.53,79761.89,0,0
3357248,254,CASH_IN,240466.5,4928724.86,5169191.36,650586.6,410120.11,0,0
298632,15,CASH_OUT,164694.47,0.0,0.0,2371845.64,2536540.11,0,0
1402433,139,CASH_OUT,7435.78,101728.0,94292.22,0.0,7435.78,0,0
3643748,275,TRANSFER,214300.93,80777.66,0.0,8752369.31,8966670.24,0,0
6239637,595,PAYMENT,1101.89,0.0,0.0,0.0,0.0,0,0
6305317,684,CASH_OUT,300316.35,80231.0,0.0,0.0,300316.35,0,0
2095761,182,CASH_IN,261488.67,1507175.15,1768663.83,365688.6,104199.92,0,0
5839413,402,CASH_OUT,112256.33,0.0,0.0,242977.06,355233.4,0,0
2021447,180,PAYMENT,27399.36,11366.58,0.0,0.0,0.0,0,0
4447148,323,CASH_IN,24974.86,1546515.31,1571490.17,143222.65,118247.78,0,0
5061273,354,CASH_IN,114270.5,195.0,114465.5,1240163.18,1125892.68,0,0
6043842,490,TRANSFER,41383.95,0.0,0.0,848856.31,890240.26,0,0
4855670,347,TRANSFER,1600702.74,10009.0,0.0,1420878.7,3021581.44,0,0
2009064,180,PAYMENT,12122.64,29968.0,17845.36,0.0,0.0,0,0
5317006,374,TRANSFER,95276.85,0.0,0.0,139300.61,234577.46,0,0
1250730,134,CASH_OUT,149432.76,62184.9,0.0,20220629.3,20370062.05,0,0
5423361,378,CASH_IN,112959.98,480.0,113439.98,23653.12,0.0,0,0
1577956,155,PAYMENT,4390.88,0.0,0.0,0.0,0.0,0,0
4803935,346,CASH_OUT,161733.34,0.0,0.0,409722.54,571455.88,0,0
1043096,94,PAYMENT,6966.62,8466.23,1499.62,0.0,0.0,0,0
4567083,327,PAYMENT,16349.39,48364.19,32014.8,0.0,0.0,0,0
950439,44,PAYMENT,35971.33,0.0,0.0,0.0,0.0,0,0
1378560,138,CASH_OUT,288400.27,0.0,0.0,1394137.71,1765361.35,0,0
4952925,351,PAYMENT,2034.85,154.0,0.0,0.0,0.0,0,0
2012600,180,TRANSFER,521081.72,55755.0,0.0,0.0,521081.72,0,0
2342061,189,CASH_OUT,92236.83,0.0,0.0,617833.06,710069.89,0,0
723962,37,PAYMENT,26313.75,31777.0,5463.25,0.0,0.0,0,0
5207010,370,CASH_IN,207196.12,129.0,207325.12,0.0,0.0,0,0
6099705,522,TRANSFER,443020.48,0.0,0.0,915999.51,1359019.99,0,0
5109848,355,CASH_IN,112869.05,5994664.6,6107533.66,3478405.64,3365536.58,0,0
5360030,375,PAYMENT,2810.58,0.0,0.0,0.0,0.0,0,0
4584567,328,CASH_OUT,98661.64,0.0,0.0,1810021.11,1908682.75,0,0
3253055,251,CASH_IN,302701.71,10225.0,312926.71,88970.02,0.0,0,0
4181527,304,TRANSFER,9544182.36,309336.0,0.0,24777.78,9568960.14,0,0
6303811,684,CASH_OUT,50756.45,9228.0,0.0,887544.4,938300.85,0,0
5217812,370,PAYMENT,6831.46,50152.0,43320.54,0.0,0.0,0,0
2517327,205,CASH_IN,87285.64,59288.0,146573.64,2329182.19,2241896.55,0,0
4736219,332,PAYMENT,7276.68,27522.0,20245.32,0.0,0.0,0,0
5566738,393,CASH_OUT,108363.51,11714.0,0.0,642692.43,751055.94,0,0
844464,41,CASH_OUT,210064.18,0.0,0.0,551600.58,761664.76,0,0
4491944,324,PAYMENT,3890.94,730.0,0.0,0.0,0.0,0,0
212051,13,TRANSFER,196294.51,0.0,0.0,549784.51,361696.12,0,0
386289,17,CASH_OUT,26263.43,69573.0,43309.57,500438.41,460772.55,0,0
1737917,161,CASH_OUT,7637.51,196201.17,188563.66,56274.03,63911.54,0,0
3210907,249,CASH_IN,284489.55,10341851.4,10626340.95,886491.95,602002.39,0,0
1837567,163,CASH_IN,94888.86,18234609.28,18329498.14,547413.49,452524.64,0,0
3736394,278,PAYMENT,9013.34,0.0,0.0,0.0,0.0,0,0
3734584,278,CASH_IN,65414.99,3766747.34,3832162.33,130846.07,65431.08,0,0
5113717,355,PAYMENT,2988.38,0.0,0.0,0.0,0.0,0,0
345073,16,PAYMENT,24467.02,39872.0,15404.98,0.0,0.0,0,0
588555,33,CASH_IN,48959.94,90057.0,139016.94,884137.37,835177.44,0,0
4265403,307,CASH_IN,71685.58,8230056.14,8301741.72,4109302.07,4008202.29,0,0
1152721,131,PAYMENT,13084.54,39547.0,26462.46,0.0,0.0,0,0
3530008,259,CASH_OUT,676109.23,0.0,0.0,3420783.89,4096893.12,0,0
5183588,360,TRANSFER,245168.85,11488.0,0.0,0.0,245168.85,0,0
1315515,136,PAYMENT,587.64,131700.75,131113.12,0.0,0.0,0,0
3895345,284,CASH_OUT,9651.87,222.0,0.0,1353673.46,1363325.33,0,0
5115976,356,CASH_OUT,117329.98,0.0,0.0,1515516.28,1632846.26,0,0
851284,41,PAYMENT,4538.71,556769.25,552230.54,0.0,0.0,0,0
1082009,129,CASH_OUT,115506.88,281918.73,166411.85,9895060.13,10511452.03,0,0
4506514,325,PAYMENT,14087.86,0.0,0.0,0.0,0.0,0,0
2357118,190,TRANSFER,548541.38,0.0,0.0,703010.13,1251551.52,0,0
1116245,130,TRANSFER,650261.84,0.0,0.0,1822736.22,2472998.06,0,0
1155209,131,CASH_IN,153981.49,905593.0,1059574.49,0.0,0.0,0,0
5670596,397,CASH_OUT,92610.1,0.0,0.0,449458.63,542068.73,0,0
3263,2,PAYMENT,15498.52,0.0,0.0,0.0,0.0,0,0
959129,44,PAYMENT,10464.49,6063.0,0.0,0.0,0.0,0,0
5404489,377,PAYMENT,26.78,171306.79,171280.01,0.0,0.0,0,0
3901283,284,PAYMENT,6295.84,52379.0,46083.16,0.0,0.0,0,0
5638660,396,PAYMENT,711.17,217291.59,216580.43,0.0,0.0,0,0
4052595,300,CASH_OUT,485430.59,31920.0,0.0,2146728.16,2632158.75,0,0
364498,17,PAYMENT,18463.55,22012.0,3548.45,0.0,0.0,0,0
883495,42,CASH_IN,116422.66,22851091.63,22967514.29,783984.02,513292.01,0,0
2007923,179,TRANSFER,1477176.95,0.0,0.0,2155553.7,3632730.65,0,0
3443677,257,PAYMENT,3586.92,0.0,0.0,0.0,0.0,0,0
4795716,345,PAYMENT,19658.8,0.0,0.0,0.0,0.0,0,0
5701961,398,CASH_IN,3115.78,159.0,3274.78,424433.81,421318.04,0,0
4698801,331,PAYMENT,20037.24,0.0,0.0,0.0,0.0,0,0
3645196,275,CASH_IN,16488.64,10428.0,26916.64,1377999.92,1361511.28,0,0
251500,14,CASH_OUT,325849.02,86574.0,0.0,893690.78,1723740.38,0,0
2650049,209,CASH_IN,190317.55,11684.0,202001.55,516940.4,326622.86,0,0
4434431,323,PAYMENT,24068.24,0.0,0.0,0.0,0.0,0,0
882843,42,CASH_IN,206706.44,4486335.18,4693041.63,7029802.37,6823095.93,0,0
624027,34,CASH_IN,2157.46,6936847.99,6939005.45,2224292.49,3727274.65,0,0
760631,38,CASH_IN,325929.56,718.0,326647.56,0.0,0.0,0,0
2863272,227,CASH_IN,225731.1,16004.0,241735.1,214873.83,0.0,0,0
4506666,325,PAYMENT,13102.62,0.0,0.0,0.0,0.0,0,0
896464,42,TRANSFER,833397.28,0.0,0.0,1619649.06,2453046.34,0,0
2059560,181,CASH_OUT,112561.54,0.0,0.0,926342.65,1038904.18,0,0
3483687,258,CASH_OUT,172378.56,0.0,0.0,329955.21,502333.77,0,0
3313445,252,PAYMENT,3318.86,305291.0,301972.14,0.0,0.0,0,0
3573396,261,CASH_OUT,280665.96,0.0,0.0,1201768.51,1482434.47,0,0
2593388,207,CASH_OUT,301205.99,73708.0,0.0,0.0,301205.99,0,0
4903889,349,CASH_IN,64724.81,1108579.31,1173304.12,693751.28,629026.47,0,0
3096441,235,TRANSFER,37709.97,5659.53,0.0,224104.22,261814.19,0,0
4001099,298,CASH_OUT,313109.23,22451.0,0.0,87978.49,401087.72,0,0
2004150,179,PAYMENT,302.05,0.0,0.0,0.0,0.0,0,0
5435983,378,CASH_OUT,111447.38,0.0,0.0,4322104.47,4433551.85,0,0
3318804,252,PAYMENT,27893.54,30545.0,2651.46,0.0,0.0,0,0
2541112,206,CASH_OUT,80088.44,13015.3,0.0,192987.41,273075.85,0,0
5667490,396,TRANSFER,1866174.15,25402.0,0.0,0.0,1866174.15,0,0
4083992,301,TRANSFER,1485399.14,0.0,0.0,9775971.38,11261370.52,0,0
5353480,375,PAYMENT,11082.19,11253.0,170.81,0.0,0.0,0,0
4289954,307,TRANSFER,1404662.66,0.0,0.0,6883981.13,8288643.79,0,0
6026057,469,CASH_OUT,256153.84,29209.0,0.0,8231414.9,8487568.74,0,0
4771245,334,PAYMENT,12473.54,293264.0,280790.46,0.0,0.0,0,0
886919,42,CASH_IN,13912.92,92250.0,106162.92,0.0,0.0,0,0
776522,39,TRANSFER,548871.32,0.0,0.0,1159047.23,1607280.59,0,0
1337433,137,PAYMENT,2084.28,20449.46,18365.18,0.0,0.0,0,0
3559606,260,TRANSFER,367806.96,305074.0,0.0,1579588.39,1947395.35,0,0
2696170,211,CASH_OUT,109636.28,1101.0,0.0,489952.74,599589.01,0,0
6308566,686,PAYMENT,11696.7,20211.0,8514.3,0.0,0.0,0,0
4957768,351,PAYMENT,14472.71,103829.0,89356.29,0.0,0.0,0,0
2071366,181,CASH_OUT,213502.52,0.0,0.0,2361002.6,2574505.13,0,0
3528359,259,CASH_OUT,40776.7,0.0,0.0,374421.84,415198.54,0,0
5077994,355,CASH_IN,338213.88,9140941.74,9479155.62,1061820.62,723606.74,0,0
3391000,255,CASH_OUT,635721.88,94.0,0.0,0.0,635721.88,0,0
6222466,590,CASH_IN,315742.54,4909114.19,5224856.72,2216591.98,1900849.44,0,0
637884,35,CASH_OUT,49900.88,199738.0,149837.12,0.0,49900.88,0,0
6314803,687,DEBIT,1814.42,0.0,0.0,75072.15,76886.57,0,0
4619891,329,CASH_IN,20966.07,333865.0,354831.07,2579889.44,2558923.37,0,0
1659522,158,PAYMENT,17270.93,314.0,0.0,0.0,0.0,0,0
5310127,373,CASH_IN,226197.77,368.0,226565.77,18215.98,0.0,0,0
5402518,377,CASH_OUT,98896.71,0.0,0.0,606194.17,705090.89,0,0
3881405,283,PAYMENT,21808.81,33898.63,12089.81,0.0,0.0,0,0
4539630,326,CASH_OUT,626470.38,29884.0,0.0,163150.82,789621.2,0,0
4730188,332,CASH_OUT,109425.16,6057.0,0.0,0.0,109425.16,0,0
327249,16,TRANSFER,591088.05,0.0,0.0,7396034.58,7987122.62,0,0
4793085,345,DEBIT,5923.35,13948.9,8025.55,2670604.63,2676527.98,0,0
1490171,142,CASH_OUT,145025.47,32355.0,0.0,1190252.48,1335277.94,0,0
3318329,252,CASH_IN,231175.7,11548.0,242723.7,615780.26,384604.56,0,0
6341548,692,CASH_OUT,137939.78,442.0,0.0,555980.66,693920.44,0,0
1257578,134,CASH_OUT,516711.97,117125.0,0.0,211613.6,728325.57,0,0
4486397,324,TRANSFER,739727.32,0.0,0.0,951440.73,1691168.05,0,0
168894,12,CASH_OUT,91642.55,21415.0,0.0,30447.0,120995.01,0,0
1684197,159,PAYMENT,3293.87,77016.0,73722.13,0.0,0.0,0,0
3254719,251,CASH_OUT,482628.84,0.0,0.0,698148.36,1180777.2,0,0
5787164,401,CASH_OUT,49483.41,3244.0,0.0,0.0,49483.41,0,0
1091731,129,CASH_IN,161038.39,10686.0,171724.39,232311.02,71272.63,0,0
2417473,202,PAYMENT,15959.53,20030.15,4070.62,0.0,0.0,0,0
128794,11,PAYMENT,2097.99,0.0,0.0,0.0,0.0,0,0
542331,21,PAYMENT,6656.31,2080.0,0.0,0.0,0.0,0,0
4782487,336,CASH_IN,220818.71,802137.36,1022956.06,1644938.73,1424120.02,0,0
3089306,235,CASH_OUT,6531.97,0.0,0.0,171782.27,178314.24,0,0
4845156,347,CASH_OUT,155507.61,5056.0,0.0,302061.69,457569.29,0,0
959773,44,CASH_IN,252490.13,9416761.18,9669251.31,1366394.36,1113904.23,0,0
385879,17,CASH_OUT,60996.72,259434.6,198437.87,1241780.23,1302776.96,0,0
5608672,394,CASH_OUT,194109.02,0.0,0.0,625288.32,819397.34,0,0
4680823,331,CASH_OUT,280328.2,0.0,0.0,1836641.02,2116969.23,0,0
732138,37,PAYMENT,1855.7,0.0,0.0,0.0,0.0,0,0
5568897,393,TRANSFER,148984.54,0.0,0.0,5152838.91,5301823.45,0,0
3916357,284,CASH_IN,313535.57,10913578.56,11227114.13,10011251.17,9697715.6,0,0
5873109,403,CASH_OUT,223516.3,31026.0,0.0,0.0,223516.3,0,0
787594,39,CASH_IN,47652.51,4985958.73,5033611.24,1212836.48,1165183.97,0,0
3387121,255,PAYMENT,3969.15,0.0,0.0,0.0,0.0,0,0
1189649,132,CASH_OUT,688531.62,300181.0,0.0,0.0,688531.62,0,0
2571237,207,PAYMENT,3163.07,0.0,0.0,0.0,0.0,0,0
5004358,353,TRANSFER,1365876.98,0.0,0.0,12290060.43,13655937.4,0,0
6292376,667,PAYMENT,13460.25,0.0,0.0,0.0,0.0,0,0
1553333,154,CASH_IN,110969.12,280.0,111249.12,0.0,0.0,0,0
3313215,252,PAYMENT,4396.16,431786.24,427390.08,0.0,0.0,0,0
1369959,138,PAYMENT,38087.79,4006.0,0.0,0.0,0.0,0,0
5062503,354,TRANSFER,215205.88,0.0,0.0,12386335.87,12601541.75,0,0
841626,41,CASH_OUT,89495.06,5042.0,0.0,2104063.04,2193558.1,0,0
667347,36,PAYMENT,29888.46,344111.0,314222.54,0.0,0.0,0,0
1839119,163,PAYMENT,13147.03,70954.0,57806.97,0.0,0.0,0,0
1901075,165,CASH_OUT,14813.34,45424.0,30610.66,126353.56,141166.9,0,0
4609812,329,CASH_OUT,105709.89,23726.0,0.0,54494.64,160204.54,0,0
801924,40,CASH_OUT,32541.27,51342.0,18800.73,276563.81,309105.08,0,0
1457063,140,CASH_OUT,46903.08,84454.0,37550.92,144935.53,191838.61,0,0
1078302,129,CASH_IN,49848.88,30051.0,79899.88,3959189.54,3909340.66,0,0
2939064,230,PAYMENT,11633.59,12005.0,371.41,0.0,0.0,0,0
903441,43,CASH_IN,223641.26,607396.04,831037.3,246000.67,22359.41,0,0
6301169,681,CASH_OUT,239533.83,139.0,0.0,115201.29,354735.13,0,0
4028767,299,CASH_OUT,24171.61,0.0,0.0,205168.21,229339.82,0,0
2334437,188,CASH_OUT,18316.34,0.0,0.0,1705429.95,1723746.28,0,0
3684982,276,CASH_IN,78413.95,2399285.63,2477699.59,502333.77,423919.82,0,0
5537582,381,CASH_OUT,163765.35,0.0,0.0,3042631.45,3206396.79,0,0
5232527,371,PAYMENT,7184.9,21523.0,14338.1,0.0,0.0,0,0
5448325,379,CASH_OUT,84904.23,84857.0,0.0,0.0,84904.23,0,0
2385811,201,CASH_OUT,207545.86,0.0,0.0,13691205.2,13958003.9,0,0
1894158,165,CASH_OUT,9854.34,25385.0,15530.66,5674570.47,5684424.81,0,0
6161044,549,PAYMENT,13755.63,1913.0,0.0,0.0,0.0,0,0
